"FoodID","LineNumber","InstructionText"
25277,2,"results, use same day.  Portion with No.16 scoop (1/4 cup)."
25278,1,"Combine all ingredients.  Blend well.  Cover.  Refrigerate until ready to serve.  For best results, refrigerate overnight to develop flavor.  Serve with raw vegetables or tossed green salads.  "
25279,1,"Mix sugar, salt, dry mustard, and paprika.  Add onions.  Blend in oil, lemon juice, vinegar, and catsup in mixer at medium speed for 3 minutes.  Cover.  Refrigerate until ready to serve.  For best results, refrigerate overnight to develop flavor.  Stir or"
25279,2,"shake well before serving. "
25280,1,"Combine all ingredients in mixer bowl.  Blend in mixer at medium speed for 3 minutes.  Cover.  Refrigerate until ready to serve.  For best results, refrigerate overnight to develop flavor.  Stir or shake well before serving.  "
25281,1,"Combine mayonnaise and catsup.  Blend well.  Add pickle relish, onions, chopped eggs, and pimientos.  Mix well.  Cover.  Refrigerate until ready to serve.  For best results, refrigerate overnight to develop flavor.  Stir or shake well before serving. Use"
25281,2,"1 oz ladle (2 Tbsp) as serving."
25282,1,"Combine onions, celery, garlic powder, catsup, tomato paste, vinegar, brown sugar, dry mustard, pepper, and cayenne.  Bring to boil.  Reduce heat and simmer, uncovered, for 10-15 minutes, stirring frequently.  Remove fat from canned beef, reserving"
25282,2,"juices.  Add beef with juices to sauce and stir.  Bring to boil.  Reduce heat.  Simmer, uncovered, until heated through, 20-30 minutes.  Stir occasionally.  Pour meat mixture into serving pans.  Portion with No.8 scoop (1/2 cup) onto bottom half of each"
25282,3,"roll.  Top with other half of roll.  "
25283,1,"Finely chop eggs.  Combine eggs, onions, celery, pepper, dry mustard, mayonnaise, and pickle relish.  Mix lightly until well blended.  Cover.  Refrigerate until ready to use.  Portion with No.12 scoop (1/3 cup) on 1 slice of bread.  Top with second slice"
25283,2,"of bread.  Cut each sandwich diagonally in half.  Cover.  Refrigerate until ready to serve.  "
25284,1,"For 100 servings: brown ground beef.  Drain.  Add onions, garlic powder, pepper, tomato paste, water, and seasonings.  Simmer for 15 minutes.  Place split rolls on 8 sheet pans (18''x26''x1''), 25 halves per pan.  Portion meat mixture with No.24 scoop (2"
25284,2,"2/3 Tbsp) onto each roll half.  Top each half with 1/4 oz (1 Tbsp) shredded cheese.  Bake until heated through and cheese is melted.  Bake in a conventional oven at 400 degrees F for 8 minutes.  Serve 2 open-faced halves per serving, or serve as a closed"
25284,3,"sandwich.  Makes 100 sandwiches."
25285,1,"Brown ground beef.  Drain.  Add onions and garlic powder.  Cook for 5 minutes.  Add tomato paste, catsup, water, vinegar, dry mustard, pepper, and brown sugar.  Mix well and simmer for 25-30 minutes.  Pour ground beef mixture into serving pans.  Portion"
25285,2,"with No.12 scoop (1/3 cup) onto bottom half of each roll.  Cover with top half of roll.  "
25286,1,"For 100 servings:  for best results, have all ingredients and utensils at room temperature.  Dissolve dry yeast in warm water.  Let stand for 4-5 minutes.  Place flour in mixer bowl.  Make well in the center.  Pour in dissolved yeast, oil, salt, and"
25286,2,"sugar.  Gradually work into the flour using dough hook on low speed.  Knead for 15 minutes on medium speed.  Divide and shape dough into 5 balls, 1 lb 12 oz each.  Let rest for 20 minutes.  Combine seasonings in small bowl.  On lightly floured surface,"
25286,3,"roll out each ball of dough into a rectangle 16'' wide and 24'' long.  Layer ingredients lengthwise along the center of the dough rectangle as follows.  Leave 6'' border across the top and bottom of dough for folding over later.  1st layer - 10 oz cheese."
25286,4," 2nd layer - approximately 1/2 tsp seasoning mix.  3rd layer - 14-1/2 oz turkey ham slices.  Fold top third of dough over cheese and turkey ham.  Place another layer of cheese, seasonings, and turkey ham on top of folded dough as follows:  1st layer - 10"
25286,5,"oz cheese.  2nd layer - approximately 1/2 tsp seasoning mix.  3rd layer - 14-1/2 oz turkey ham.  Fold bottom third of dough over the second layer of cheese and turkey ham.  Pinch to seal end and top seams.  (If desired, brush seams with egg wash.)  Using"
25286,6,"a fork, pierce top of dough lengthwise from end to end, repeating 4 rows across.  Place rolled dough on lightly oiled sheet pan (18''x26''x1'').  Two strombolis can be placed on each sheet pan.  Allow rolled stromboli to rise for 30 minutes.  Bake until"
25286,7,"crust is lightly browned.  Bake in a conventional oven at 400 degrees F for 30-35 minutes.  Remove from oven.  Let stand for 15 minutes before cutting, to prevent cheese from running.  Cut each stromboli lengthwise down the middle and crosswise 10 times"
25286,8,"into 20 portions.  Makes 5 stromboli rolls, 20 pieces each."
25287,1,"For 100 servings:  brush 1/2 oz (1 Tbsp)  margarine on each of 5 sheet pans (18''x26''x1'').  Place 20 slices of bread on each sheet pan, 5 down and 4 across.  Top each slice of bread with 1 slice (2 oz) of cheese.  Cover with remaining bread slices."
25287,2," Brush tops of sandwiches with remaining margarine, approximately 1 1/2 oz (3 Tbsp) per pan.  Bake until lightly browned.  Bake in a conventional oven at 400 degrees F for 15-20 minutes.  Do not over bake.  If desired, cut each sandwich diagonally in"
25287,3,"half.  Serve immediately."
25288,1,"Drain and flake tuna.  Combine tuna, onions, celery, pickle relish, dry mustard, eggs, and mayonnaise.  Mix lightly until well blended.  Cover and refrigerate until ready to use.  Portion with No.8 scoop (1/2 cup) on 1 slice of bread.  Top with second"
25288,2,"slice of bread.  Cut each sandwich diagonally in half.  Cover.  Refrigerate until ready to serve. "
25289,1,"Simmer chicken stock and onions over medium heat for 5 minutes.  Add all other ingredients.  Simmer for 15-20 minutes, stirring frequently.  One serving = 2 T."
25290,1,"For 128 servings:  melt margarine in stockpot.  Blend flour and cook on medium heat, stirring frequently until golden brown, 8-10 minutes.  Slowly stir in beef stock, onion powder, and pepper.  Blend well and bring to boil.  Reduce heat.  Simmer on medium"
25290,2,"heat, stirring constantly until thickened, 6-8 minutes.  Serve over mashed potatoes, noodles, rice, meat, or poultry.  Makes 1 gallon, 2 T per serving."
25291,1,"Combine milk, cheese, margarine, and seasonings.  Stir over medium heat until cheese is melted and mixture is smooth, approximately 15 minutes.  Add green chili peppers.  Stir to combine.  To maintain smooth consistency, serve immediately or keep warm."
25291,2," Portion 1 1/2 oz (3 Tbsp) over taco shell pieces, baked potato, broccoli, cauliflower, or other vegetables.  (If sauce becomes too thick, add a small amount of milk, as needed, stirring well after each addition.)"
25292,1,"Combine stock, vinegar, brown sugar, soy sauce, tomato paste, and pineapple juice.  Bring to a boil.  Reduce heat to simmer.  Combine cornstarch and water.  Mix until smooth.  Add to simmering mixture.  Stir occasionally and cook over medium heat until"
25292,2,"thickened, 6-8 minutes.   Serving size = 2 Tbsp."
25293,1,"Combine all ingredients.  Blend well.  Cover.  Refrigerate until ready to use.  Serve with fish sandwiches, fish portions, or fish sticks.  Use 1 oz ladle (2 Tbsp) as a serving."
25294,1,"Heat oil.  Add onions and cook approximately 5 minutes.  Add tomato paste, canned tomatoes, water, pepper, parsley flakes, garlic powder, and seasonings.  Mix well and bring to boil.  Reduce heat and simmer, uncovered, 25-30 minutes.  Serve over MEAT"
25294,2,"LOAF, MEAT BALLS, or SALISBURY STEAK.  Serving size:  2 T."
25295,1,"Melt margarine.  Add flour and salt.  Stir until smooth.  Add milk gradually, stirring constantly.  Cook, stirring frequently, until smooth and thick, 12-15 minutes.  Serving size:  2 T."
25296,1,"Combine stock, beans, tomato paste, onions, celery, carrots, pepper, parsley flakes, and ham.  Bring to boil.  (If desired, liquid from cooked beans may be used as part of the stock.)  Reduce heat.  Cover.  Simmer for 20 minutes or until vegetables are"
25296,2,"tender.  Combine flour and water.  Mix until smooth.  Add flour & water mixture to stock.  Stir well and cook over medium heat until thickened, 10-12 minutes.  Pour into serving pans.  Portion with 8-oz ladle (1 cup).  "
25297,1,"Combine stock, celery, carrots, onions, parsley flakes, pepper, and poultry seasoning.  Bring to boil.  Reduce heat and cover.  Simmer for 20 minutes.  Add noodles and chicken.  Return to simmer.  Cover.  Simmer for 10 minutes or until noodles are tender."
25297,2," Pour into serving pans.  Portion with 8-oz ladle (1 cup)."
25298,1,"Melt margarine.  Add onions and celery.  Cook over medium heat for 5-10 minutes.  Blend in flour and cook over medium heat, stirring constantly until golden brown, 6-8 minutes.  Slowly stir in milk, stock, pepper, basil, parsley flakes, and garlic powder."
25298,2," Blend well and bring to boil.  Reduce heat.  Simmer, uncovered, stirring frequently until slightly thickened, 10-15 minutes.  Add vegetables.  Cook over medium heat until heated through, 5-10 minutes.  Pour into serving pans.  Portion with 8-oz ladle (1"
25298,3,"cup). "
25299,1,"Combine stock, tomatoes, celery, onions, pepper, parsley flakes, and garlic powder.  Bring to boil.  Reduce heat and cover.  Simmer for 20 minutes.  Add corn, carrots, green beans, and green peas.  Cover and simmer for 15 minutes, or until vegetables are"
25299,2,"tender.  Pour into serving pans.  Portion with 8-oz ladle (1 cup).  "
25300,1,"For 100 servings:  pour 1 gal 2-1/2 qt canned vegetarian beans into each of 2 steam table pans (12''x20''x4'').  Combine onions, molasses, dry mustard, brown sugar, water, tomato paste, and ham.  Blend well.  Pour 1 qt 1-1/4 c mixture over beans in each"
25300,2,"steam table pan.  Stir to combine.  Cover pans.  Bake in a conventional oven at 350 degrees F for 2-1/4 hours.  Remove cover during last 1/2 hour of baking to brown the beans.  Portion with 4-oz ladle (1/2 cup)."
25301,1,"For 100 servings:  place 1 qt 3-1/2 c sweet potatoes into each of 2 steamtable pans (12''x20''x2-1/2''), which has been lightly greased.  Place 1 qt 3/4 c apples over sweet potatoes in each pan.  Combine brown sugar, cinnamon, and nutmeg.  Sprinkle 3/4 c"
25301,2,"sugar mixture over apples in each pan.  Dot each pan with 1/3 c margarine.  Add 3/4 c water to each pan.  Bake in a conventional oven at 350 degrees F for 25-30 minutes.  Portion 1/4 c per serving."
25302,1,"For 100 servings:  combine rice, broccoli, undiluted soup, milk, cheese, onions, garlic powder, pepper, oregano.  Pour 11 lb 8 oz (1-1/4 gal) mixture into each of 2 steam table pans (12''x20''x2-1/2''), which has been lightly greased.  Combine margarine"
25302,2,"and breadcrumbs.  Mix to coat crumbs well.  Sprinkle crumbs evenly over each pan, approximately 8 oz. (1 2/3 c) per pan.  Bake in a conventional oven at 350 degrees F for 30 minutes.  Serve immediately.  Portion with No.12 scoop (1/3 cup)."
25303,1,"Clean, slice and cut vegetables into bite-size pieces.  Combine water, soy sauce, and garlic powder.  Set aside.  Heat oil in steam-jacketed kettle.  Add pepper to oil and stir.  Add vegetables.  Stir over high heat for 1 minute.  Add soy sauce mixture to"
25303,2,"vegetables.  Stir quickly for a few seconds.  Cover, lower heat, and steam for 2-3 minutes.  Vegetables should not be overcooked as they will continue to cook on the steamtable.  Pour into serving pans.  Portion 1/4 c per serving. "
25304,1,"For 100 servings:  combine milk, flour, eggs, margarine, sugar, pepper, and nutmeg in mixer bowl.  Mix for 3 minutes on low speed.  Add corn, cream-style corn, and onions.  Mix for 2 minutes on low speed.  Pour 9 lb 9 oz (1 gal 2 c) into each of 2 steam"
25304,2,"table pans (12''x20''x2-1/2''), which have been lightly greased.  Bake in a conventional oven at 375 degrees F for 50-60 minutes.  Cut each pan 5x10 (50 pieces per pan)."
25305,1,"Combine milk, cheese, margarine, onion powder, garlic powder, dry mustard, thyme, and pepper.  Stir over medium heat until cheese is melted and mixture is smooth, approximately 15 minutes.  Add green beans and stir gently.  Cook over low heat until heated"
25305,2,"through, 5-8 minutes.  Pour into serving pans.  Portion with No.16 scoop (1/4 cup)."
25306,1,"For 100 servings:  place frozen corn, green pepper, and onions in steamtable pan (12''x20''x2 1/2'').  Stir to combine.  Heat, uncovered, in steamer at 5 lb pressure 9-13 minutes, until heated through.   Or, place corn, green pepper, and onions in"
25306,2,"stockpot or steam-jacketed kettle.  Add 1 qt water.  Bring water to boil.  Reduce heat and simmer, uncovered, for 5-10 minutes.  Drain.  Pour into serving pans.    Add pimientos, margarine, and seasonings.  Stir lightly.  Portion with No.16 scoop (1/4"
25306,3,"cup).  "
25307,1,"For 100 servings: drain sweet potatoes, reserving 2 c liquid.  Set aside.  Place 5 lb 9 oz (3-1/2 qt) sweet potatoes into each of 2 steam table pans (12''x20''x2-1/2'').  For glaze:  Combine margarine, brown sugar, undiluted orange juice concentrate,"
25307,2,"sweet potato liquid, nutmeg, and cinnamon.  Stir to blend.  Bring to boil.  Remove from heat.  Add raisins.  Pour 2-3/4 cups glaze over each pan of sweet potatoes.  Bake in a conventional oven at 375 degrees F for 20-30 minutes.  Portion 1/4 c per"
25307,3,"serving."
25308,1,"For 100 servings: place 1 lb (2 qt & 1 2/3 cups) potatoes in each of 4 lightly oiled steam table pans (12''x20''x2-1/2'').  Sprinkle onions evenly over potatoes in each pan, use 8 oz (1 1/4 cups & 1 Tbsp) per pan.  Heat water to boiling.  Remove from"
25308,2,"heat.  Combine flour, dry milk, salt, and pepper.  Add slowly to boiling water while whipping until smooth.  Add cheese to sauce and whip until well blended.  Pour 1 gal cheese sauce over each pan.  Stir to combine.  Combine margarine and bread crumbs."
25308,3," Mix to coat crumbs well.  Sprinkle crumbs evenly over each pan, approximately 8 oz (1 2/3 cups) per pan.  Bake in a conventional oven at 350 degrees F for 45-60 minutes until evenly golden brown on top.  Portion with No.8 scoop (1/2 cup)."
25309,1,"For 100 servings: place beans, stock, oil, and seasonings in mixer.  Blend on medium speed for 3-5 minutes until smooth or to desired consistency.  Pour approximately 3-1/2 qt mixture into each of 2 steam table pans (12''x20''x2-1/2''), which have been"
25309,2,"slightly oiled.  Bake in a conventional oven at 350 degrees F for 30 minutes.  Sprinkle 11 oz (3-1/4 cups) cheese over each pan.  Portion with No.16 scoop (1/4 cup)."
25310,1,"For 100 servings: rehydrate potatoes according to package directions or cover potatoes with hot tap water.  Let stand 5 minutes.  Drain well.  Place 2 lb 10 oz (3 qt) potatoes into each of 4 steam table pans (12''x20''x2-1/2''), which has been lightly"
